Manufacturer,Model.Name,Category,Screen,CPU,Storage,GPU,Operating.System,Weight,Price,CPU.Speed,Storage.Type,GPU.Rank,Storage.Size,RAM.Size,Screen.Size,Category.Type,GPU.Speed
Toshiba,Portege Z30-C-16J,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.2,1213,2.3,1,921,256,8,33.782,1,1716
Lenovo,Thinkpad X270,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.36,1584,2.7,1,885,256,8,31.75,2,1752
Asus,ROG G701VI,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,512GB SSD,Nvidia GeForce GTX 1080,Windows,3.8,2799,2.7,1,50,512,32,43.942,6,2587
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,709,2.5,0,270,1024,8,39.624,6,2367
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.2,1449.9,1.6,1,809,256,8,33.782,2,1828
MSI,GL62M 7REX,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.2,1191.8,2.8,1,216,1024,8,39.624,6,2421
HP,250 G6,Notebook,1366x768,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520,No OS,1.86,364.9,2,0,921,500,4,39.624,1,1716
Toshiba,Tecra A50-D-11M,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,2,1064,2.5,0,885,500,8,39.624,1,1752
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD,AMD Radeon 530,Windows,2.2,919,1.8,1,870,256,8,39.624,1,1767
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,2.2,1135,1.8,1,870,2048,16,39.624,1,1767
Lenovo,IdeaPad Y700-15ISK,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,Windows,3.31,1196,2.6,1,330,1024,8,39.624,6,2307
Dell,Alienware 17,Gaming,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.42,3147.37,2.8,1,111,1024,32,43.942,6,2526
Dell,Latitude E7470,Notebook,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows,1.56,1229,2.4,1,921,256,8,35.56,1,1716
Lenovo,Ideapad 320-15IAP,Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,500GB HDD,Intel HD Graphics 500,Windows,2.2,419,1.1,0,1487,500,4,39.624,1,1150
Lenovo,IdeaPad 320-15ISK,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.2,535,2.3,0,921,500,4,39.624,1,1716
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,1920x1080,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430,Windows,2.04,539,2,0,1117,1024,6,39.624,1,1520
MSI,GP72VR Leopard,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.7,1486.77,2.8,1,163,1024,8,43.942,6,2474
Toshiba,Satellite Pro,Notebook,1366x768,Intel Core i3 6100U 2.1GHz,128GB SSD,Intel HD Graphics 520,Windows,2.1,498,2.1,1,921,128,4,39.624,1,1716
Dell,Latitude 3580,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,Windows,2.06,955,2.5,0,885,1024,8,39.624,1,1752
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon 530,Windows,2.1,745,2.7,0,870,1024,8,39.624,1,1767
Toshiba,Tecra Z50-D-10E,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2,1258,2.5,1,885,256,8,39.624,1,1752
Acer,Aspire 3,Notebook,1366x768,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520,Linux,2.1,412,2,1,921,128,4,39.624,1,1716
Microsoft,Surface Laptop,Ultrabook,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,256GB SSD,Intel Iris Plus Graphics 640,Windows,1.252,1867.85,2.8,1,698,256,8,34.29,2,1939
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows,1.9,817.95,2.5,1,1117,1024,8,39.624,1,1520
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.3,1034,2.5,1,885,256,8,33.782,3,1752
Lenovo,IdeaPad 320-15AST,Notebook,1366x768,AMD E-Series E2-9000 2.2GHz,128GB SSD,AMD Radeon R2 Graphics,Windows,2.2,349,2.2,1,1540,128,4,39.624,1,1097
HP,Pavilion X360,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,128GB SSD,Nvidia GeForce 940MX,Windows,1.63,699,2.4,1,659,128,4,35.56,3,1978
MSI,GP62 7RDX,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.4,1294,2.8,1,270,1024,16,39.624,6,2367
Asus,Zenbook 3,Ultrabook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.1,1135,2.5,1,885,256,8,35.56,2,1752
HP,Chromebook X360,2 in 1 Convertible,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,64GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,495,1.1,1,1487,64,8,29.464,3,1150
LG,Gram 15Z975,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,512GB SSD,Intel HD Graphics 620,Windows,1.09,2299,1.8,1,885,512,8,39.624,2,1752
Acer,Aspire VX5-591G,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,2.5,1299,2.5,1,216,256,16,39.624,6,2421
MSI,GV62M 7RD,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050,Windows,2.2,997.9,2.5,1,270,256,8,39.624,6,2367
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,128GB SSD,Intel HD Graphics 500,Windows,1.86,419,1.1,1,1487,128,4,39.624,1,1150
Dell,Alienware 15,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,3.21,2051,2.5,1,163,1024,16,39.624,6,2474
HP,17-bs000nv I3,Notebook,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,256GB SSD,AMD Radeon R5 520,Windows,2.5,699,2,1,948,256,4,43.942,1,1689
Lenovo,Yoga 730,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,512GB SSD,Intel UHD Graphics 620,Windows,1.19,1499,1.8,1,809,512,8,33.782,3,1828
Dell,Alienware 15,Gaming,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,3.49,2813.75,2.9,1,111,1024,16,39.624,6,2526
HP,250 G6,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,AMD Radeon 520,Windows,1.86,612.61,2.5,0,948,500,4,39.624,1,1689
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430,Windows,2.2,545.67,2,0,1117,1024,4,39.624,1,1520
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,2TB HDD,AMD Radeon R7 M440,Windows,2.65,569,2.4,0,922,2048,6,43.942,1,1715
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,500GB HDD,Intel HD Graphics 510,Windows,2.1,318,1.6,0,1164,500,4,39.624,1,1473
Acer,Chromebook 14,Notebook,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,375,1.6,1,1164,32,4,35.56,1,1473
Lenovo,IdeaPad 520s-14IKB,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.7,699,2.5,1,885,256,4,35.56,1,1752
HP,ZBook 17,Workstation,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,500GB HDD,Nvidia Quadro M1200,Windows,3.14,1907.99,2.8,0,343,500,8,43.942,5,2294
Lenovo,ThinkPad X1,2 in 1 Convertible,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.42,2590,2.7,1,885,256,8,35.56,3,1752
Toshiba,Satellite Pro,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.5,973,2.5,1,885,256,8,33.782,1,1752
Acer,TravelMate B117-M,Netbook,1366x768,Intel Celeron Dual Core N3050 1.6GHz,32GB Flash Storage,Intel HD Graphics,Windows,1.4,269,1.6,1,1487,32,4,29.464,4,1150
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.38,1749,2.7,1,885,512,16,35.56,3,1752
Asus,Chromebook Flip,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,669,0.9,1,1158,64,4,31.75,3,1479
Toshiba,Portege Z30T-C-133,Ultrabook,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,512GB SSD,Intel HD Graphics 520,Windows,1.36,1877,2.5,1,921,512,16,33.782,2,1716
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,500GB HDD,AMD Radeon 530,Windows,2.1,689,2.7,0,870,500,4,39.624,1,1767
Dell,Inspiron 5577,Gaming,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050,Windows,2.56,819,2.5,0,270,1024,8,39.624,6,2367
Lenovo,IdeaPad 320-15AST,Notebook,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,256GB SSD,AMD Radeon 530,Windows,2.2,399,2.9,1,870,256,4,39.624,1,1767
Lenovo,IdeaPad 320-15ABR,Notebook,1366x768,AMD A12-Series 9720P 3.6GHz,1TB HDD,AMD Radeon R7,Windows,2.2,429,3.6,0,922,1024,8,39.624,1,1715
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows,2.1,621.45,2.5,0,885,1024,4,39.624,1,1752
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,1366x768,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520,No OS,1.9,450,2,0,921,500,4,39.624,1,1716
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.18,795,2.5,1,885,256,8,39.624,1,1752
Acer,Spin 5,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620,Windows,1.6,999,1.6,1,809,256,8,33.782,3,1828
Lenovo,ThinkPad P51s,Workstation,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,512GB SSD,Nvidia Quadro M520M,Windows,2.18,1855,2.5,1,1496,512,16,39.624,5,1141
Lenovo,Thinkpad T460p,Notebook,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.8,1191,2.3,1,921,256,8,35.56,1,1716
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,2TB HDD,AMD Radeon 530,Windows,2.71,655.01,2.5,0,870,2048,6,43.942,1,1767
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.5,1249,2.8,1,216,1024,8,39.624,6,2421
Dell,Latitude 5480,Notebook,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,256GB SSD,Nvidia GeForce 930MX,Linux,1.64,1089,2.8,1,707,256,8,35.56,1,1930
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,Linux,1.98,726,2.5,0,885,1024,8,39.624,1,1752
Asus,VivoBook E403NA,Notebook,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500,Windows,1.5,298,1.1,1,1487,32,4,35.56,1,1150
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,512GB SSD,Intel HD Graphics 620,Windows,1.93,1426.66,2.6,1,885,512,16,39.624,1,1752
Lenovo,Thinkpad E470,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 920MX,Windows,1.87,857.07,2.5,1,784,256,8,35.56,1,1853
Dell,Latitude 5580,Notebook,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,256GB SSD,Intel HD Graphics 620,Windows,1.9,1179,2.6,1,885,256,8,39.624,1,1752
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,1366x768,AMD A6-Series 7310 2GHz,500GB HDD,AMD Radeon R4,Windows,2.19,298,2,0,1454,500,4,39.624,1,1183
Mediacom,Smartbook 142,Notebook,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,32GB HDD,Intel HD Graphics 400,Windows,1.4,265,1.9,0,1487,32,4,35.56,1,1150
HP,ProBook 470,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 930MX,Windows,2.63,1200,2.7,1,707,256,8,43.942,1,1930
Lenovo,ThinkPad X1,Ultrabook,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,512GB SSD,Intel HD Graphics 520,Windows,1.17,1686.64,2.5,1,921,512,8,35.56,2,1716
HP,Pavilion X360,2 in 1 Convertible,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.58,836.6,2.5,1,885,256,8,33.782,3,1752
Lenovo,ThinkPad T470s,Ultrabook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.32,1499,2.5,1,885,256,8,35.56,2,1752
Dell,Alienware 17,Gaming,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.36,3659.4,2.8,1,111,1024,32,43.942,6,2526
MSI,GL72M 7REX,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.7,1348.48,2.8,1,216,1024,8,43.942,6,2421
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,No OS,1.9,489.9,2.5,0,885,1024,4,39.624,1,1752
Dell,Inspiron 5570,Notebook,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,2.2,719,1.6,1,870,1024,8,39.624,1,1767
Dell,Inspiron 5378,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620,Windows,1.71,649,2.4,0,885,1024,4,33.782,3,1752
Dell,Inspiron 5567,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R7 M445,Linux,2.32,589.52,2.5,0,888,1024,8,39.624,1,1749
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,Full HD 1920x1080,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon 520,Windows,2.1,489,3,0,948,1024,4,39.624,1,1689
Acer,Predator 17,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,4.2,1935,2.6,1,163,1024,16,43.942,6,2474
Dell,Inspiron 3567,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,Windows,2.25,649,2.5,0,885,1024,12,39.624,1,1752
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,128GB SSD +  1TB HDD,AMD Radeon 520,Windows,2.1,650,3,1,948,1024,6,39.624,1,1689
Acer,Extensa EX2540-58KR,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,2.4,559,2.5,0,885,500,4,39.624,1,1752
Lenovo,ThinkPad 13,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.44,960,2.5,1,885,256,8,33.782,1,1752
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,Intel HD Graphics 620,Windows,1.85,779,2.7,0,885,1024,4,39.624,1,1752
HP,ZBook 15,Workstation,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD,Nvidia Quadro M2200,Windows,2.6,2419,2.8,1,275,256,16,39.624,5,2362
Dell,Inspiron 5379,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,1TB HDD,Intel UHD Graphics 620,Windows,1.55,659,1.6,0,809,1024,8,33.782,3,1828
MSI,GS63VR 7RF,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,1.8,2094.48,2.8,1,163,1024,16,39.624,6,2474
Acer,Aspire ES1-572,Notebook,1366x768,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520,Windows,2.4,410.8,2,0,921,500,4,39.624,1,1716
Dell,Inspiron 7560,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,2,1207,2.7,1,659,1024,8,39.624,1,1978
Dell,Vostro 3568,Notebook,1366x768,Intel Core i3 6006U 2GHz,256GB SSD,Intel HD Graphics 520,Windows,2,665,2,1,921,256,8,39.624,1,1716
Toshiba,Tecra X40-D-10G,Notebook,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.25,1535,2.5,1,885,256,8,35.56,1,1752
Lenovo,Flex 5,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.7,999,2.5,1,885,256,8,35.56,3,1752
Lenovo,Thinkpad P51s,Workstation,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,1TB SSD,Nvidia Quadro M520M,Windows,2.5,3299,2.8,1,1496,1024,16,39.624,5,1141
Acer,Chromebook 14,Notebook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,330,1.6,1,1487,32,2,35.56,1,1150
Samsung,Notebook 9,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,0.81,1649,2.7,1,885,256,16,33.782,2,1752
HP,250 G6,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,256GB SSD,Intel HD Graphics 520,Windows,1.86,539,2,1,921,256,8,39.624,1,1716
Dell,Latitude 5480,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.6,1126.71,2.5,1,885,256,8,35.56,1,1752
HP,Zbook 17,Workstation,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,256GB SSD,Nvidia Quadro M2000M,Windows,3,4389,2.9,1,815,256,16,43.942,5,1822
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,128GB SSD,Intel HD Graphics 400,Windows,1.4,475,1.6,1,1487,128,4,29.464,4,1150
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows,1.84,1900,2.4,1,921,256,8,39.624,1,1716
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,1366x768,Intel Core i5 6300HQ 2.3GHz,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45,579,2.3,0,784,1024,4,39.624,1,1853
Lenovo,Thinkpad T460,Ultrabook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,1GB SSD,Intel HD Graphics 520,Windows,1.7,1096,2.3,1,921,1,4,35.56,2,1716
Asus,Pro P2540UA-XO0192R,Notebook,1366x768,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,2.37,849.9,2.7,1,885,256,4,39.624,1,1752
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,256GB SSD,Intel HD Graphics 540,Windows,1.3,1199,1.8,1,721,256,8,33.782,3,1916
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.2,1099,2.5,1,270,1024,8,39.624,1,2367
HP,ZBook 15,Workstation,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD,Nvidia Quadro M1000M,Windows,2.59,1561,2.6,1,994,256,8,39.624,5,1643
Dell,Alienware 17,Gaming,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.42,2868.99,2.8,1,111,1024,16,39.624,6,2526
Acer,Aspire 3,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.1,599,2.5,1,885,256,4,39.624,1,1752
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.5,1048,2.8,1,270,1024,8,39.624,6,2367
Dell,Latitude 7280,Ultrabook,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,256GB SSD,Intel HD Graphics 620,Windows,1.18,1859,2.8,1,885,256,16,31.75,2,1752
Google,Pixelbook (Core,Ultrabook,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1,1559,1.2,1,1043,256,8,31.242,2,1594
Asus,Zenbook UX330UA-AH5Q,Ultrabook,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.2,1129,2.5,1,885,256,8,33.782,2,1752
Dell,Latitude 3380,Notebook,1366x768,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520,Windows,1.65,849,2,0,921,500,4,33.782,1,1716
Acer,TravelMate P238-M,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows,1.6,655,2.3,1,921,128,4,33.782,1,1716
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,1366x768,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Nvidia GeForce 920MX,Windows,2.8,470.34,1.1,0,784,1024,4,43.942,1,1853
Dell,Inspiron 7559,Gaming,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,2.72,1099,2.6,1,330,1024,16,39.624,6,2307
Samsung,Notebook 9,Ultrabook,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.31,1599,2.7,1,885,256,8,33.782,2,1752
Acer,Aspire A315-31,Notebook,1366x768,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505,Linux,2.1,298,1.1,0,1447,1024,4,39.624,1,1190
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon R7 M445,Windows,2.3,1181.27,2.7,1,888,256,16,39.624,1,1749
Samsung,Notebook 9,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon 540,Windows,1.71,1799,2.7,1,580,256,16,38.1,3,2057
Toshiba,Tecra A40-C-1E5,Notebook,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520,Windows,1.75,1020,2.3,1,921,128,4,35.56,1,1716
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050,Windows,2.62,1099,2.8,0,270,1024,8,39.624,6,2367
HP,EliteBook 820,Ultrabook,1366x768,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.26,1244,2.3,1,921,256,4,31.75,2,1716
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,2TB HDD,Nvidia GeForce 940MX,Windows,2.3,839,2.7,0,659,2048,12,39.624,3,1978
